School ID,School Short Name,School Name,Street Address_x,City_x,State_x,ZIP,Website_x,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,Growth Overall Level,Growth EXPLORE,Growth PLAN,Growth ACT,Growth All Grades,Student Performance Level,Over Time EXPLORE 2010,Over Time PLAN 2011,Over Time ACT 2012,Average Score EXPLORE 2012,Average Score PLAN 2012,Average Score ACT 2012,5-Year Cohort Graduation Rate 2011 - Percent,5-Year Cohort Graduation Rate 2012 - Percent,One-Year Dropout Rate 2011 - Percent,One-Year Dropout Rate 2012 - Percent,Freshman On-Track to Graduate 2011 - Percent,Freshman On-Track to Graduate 2012 - Percent,College Eligibility 2011 - Percent,College Eligibility 2012 - Percent,College Enrollment 2011 - Percent,College Enrollment 2012 - Percent,College Retention 2009 - Percent,College Retention 2010 - Percent,Overall Foundation,Involved Families,Supportive Environment_x,Ambitious Instruction_x,Effective Leaders_x,Collaborative Teachers_x,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award_x,Blue Ribbon Award Year,X Coordinate_x,Y Coordinate_x,Longitude_x,Latitude_x,Location_x,Name of School,Street Address_y,City_y,State_y,ZIP Code,Phone Number,Website_y,Blue Ribbon Award_y,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment_y,Ambitious Instruction_y,Effective Leaders_y,Collaborative Teachers_y,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate_y,Y Coordinate_y,Longitude_y,Latitude_y,Location_y
609674,Chicago Vocational HS,Chicago Vocational Career Academy High School,2100 E 87th St,Chicago,IL,60617,http://cvcacademy.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,11,Above Average,64.5,74.5,57.4,64.5,Far Below Average,13.0,13.5,14.7,11.93,13.88,14.7,49.5,55.2,6.8,3.2,44.1,71.7,7.0,6.4,54.0,62.3,62.7,59.4,Moderately Organized,Strong,Weak,Neutral,Neutral,Neutral,Weak,37.0,47.6,3.8,3.8,68.8,80.4,94.6,94.3,No,,,1191700.593,1847743.551,-87.57324389,41.73720173,"(-87.57324389, 41.73720173)",Chicago Vocational Career Academy High School,2100 E 87th St,Chicago,IL,60617,(773) 535-6100,http://www.cvca.cps.k12.il.us,,LEVEL 2,ON PROBATION,12.0,MODERATELY ORGANIZED,70.8,76.7,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,88.0,8.0,34.0,9.0,11.0,8.0,8.0,13.8,13.6,12.7,13.9,14.7,83.5,71.7,63.3,50.3,56.6,55.2,43.9,60.9,59.2,60.2,37.3,52.9,30.8,47.6,3.7,3.8,83.8,80.4,95.2,94.3,,4.0,3.2,1191700.593,1847743.551,41.73720173,-87.57324389,"(-87.57324389, 41.73720173)"
610394,Uplift HS,Uplift Community High School,900 W Wilson Ave,Chicago,IL,60640,http://www.uplifths.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,60.6,63.6,62.5,62.2,Below Average,13.6,15.06,16.5,13.93,15.2,16.5,62.4,70.7,1.1,2.8,91.4,84.8,19.6,26.3,65.0,65.4,60.0,59.3,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,30.7,43.1,3.3,3.2,88.7,90.3,95.9,95.1,Pending,,,1169403.401,1930780.685,-87.65252191,41.96557412,"(-87.65252191, 41.96557412)",Uplift Community High School,900 W Wilson Ave,Chicago,IL,60640,(773) 534-2875,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,74.1,91.2,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,20.0,,,,,,20.0,56.0,,,,,,56.0,23.0,,,,,,,23.0,54.0,,,,,,,54.0,35.0,98.0,1.0,50.0,20.0,24.0,19.0,21.0,15.1,15.2,14.0,15.2,16.8,82.9,84.8,80.2,81.2,86.0,70.7,63.4,67.3,61.3,63.8,80.0,51.6,80.1,43.1,2.9,3.2,86.9,90.3,95.3,95.1,55.6,1.1,2.8,1169403.401,1930780.685,41.96557412,-87.65252191,"(-87.65252191, 41.96557412)"
609727,Phillips HS,Wendell Phillips Academy High School,244 E Pershing Rd,Chicago,IL,60653,http://www.phillips.cps.k12.il.us,AUSL Schools,South Side High School Network,Track E,Level 3,Yes,17,Far Below Average,,,29.3,28.2,Far Below Average,11.52,13.1,14.1,13.13,14.18,14.1,40.3,41.2,32.8,3.5,32.1,65.0,2.5,6.9,42.6,39.2,47.5,42.6,Organized,Neutral,Neutral,Strong,Strong,Neutral,Neutral,85.9,92.5,3.2,3.1,63.0,70.3,96.1,95.4,No,,,1178735.106,1879229.78,-87.61978794,41.82390751,"(-87.61978794, 41.82390751)",Wendell Phillips Academy High School,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1603,http://www.phillips.cps.k12.il.us,,LEVEL 1,ON PROBATION,18.0,MODERATELY ORGANIZED,67.4,96.8,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,41.0,1.0,,10.0,9.0,8.0,11.0,13.6,13.8,12.8,14.2,15.2,60.9,65.0,39.4,38.8,48.4,41.2,53.6,38.2,50.0,43.5,145.8,228.6,58.6,92.5,3.0,3.1,77.0,70.3,94.8,95.4,,0.5,3.5,1178735.106,1879229.78,41.82390751,-87.61978794,"(-87.61978794, 41.82390751)"
609741,Hubbard HS,Gurdon S Hubbard High School,6200 S Hamlin Ave,Chicago,IL,60629,http://www.hubbard.cps.k12.il.us,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,1,Far Above Average,72.5,65.5,70.0,69.5,Below Average,14.68,15.46,17.8,14.56,15.39,17.8,57.2,62.8,9.0,7.4,64.5,73.1,30.1,25.4,51.3,59.7,73.5,73.4,Well-organized,Strong,Neutral,Neutral,Very Strong,Strong,Neutral,10.5,27.0,4.3,3.1,89.3,89.9,96.4,96.8,Pending,,,1152065.741,1863208.025,-87.71804991,41.78050763,"(-87.71804991, 41.78050763)",Gurdon S Hubbard High School,6200 S Hamlin Ave,Chicago,IL,60629,(773) 535-2200,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,59.5,66.3,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,WEAK,PENDING CERTIFICATION,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,83.0,50.0,42.0,28.0,32.0,27.0,27.0,15.3,15.7,14.5,15.4,17.3,78.9,73.1,54.5,57.8,67.7,62.8,53.4,58.4,74.2,75.3,6.4,8.5,11.0,27.0,3.4,3.1,91.0,89.9,95.8,96.8,,1.0,7.4,1152065.741,1863208.025,41.78050763,-87.71804991,"(-87.71804991, 41.78050763)"
610245,Douglass HS,Frederick A Douglass Academy High School,543 N Waller Ave,Chicago,IL,60644,http://www.douglassacademy.org,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,5,Below Average,50.0,59.2,32.6,48.0,Far Below Average,13.31,13.5,14.7,12.34,13.62,14.7,52.8,60.4,4.0,0.6,77.1,70.5,5.1,8.7,39.5,39.2,50.0,27.9,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,49.0,72.3,5.9,5.2,79.2,76.9,94.7,94.3,No,,,1138278.715,1903151.591,-87.76763207,41.89037849,"(-87.76763207, 41.89037849)",Frederick A Douglass Academy High School,543 N Waller Ave,Chicago,IL,60644,(773) 534-6176,http://www.douglassacademy.org/,,LEVEL 3,ON PROBATION,6.0,PARTIALLY ORGANIZED,77.2,90.5,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,3.0,11.0,6.0,6.0,7.0,6.0,13.2,13.5,12.3,13.6,14.2,73.1,70.5,53.0,46.3,53.6,60.4,52.4,37.7,52.6,29.5,50.6,31.8,53.2,72.3,2.7,5.2,78.5,76.9,92.9,94.3,,1.0,0.6,1138278.715,1903151.591,41.89037849,-87.76763207,"(-87.76763207, 41.89037849)"
609707,Robeson HS,Paul Robeson High School,6835 S Normal Blvd,Chicago,IL,60621,http://www.prhs.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,17,Far Below Average,44.3,42.3,41.2,42.5,Far Below Average,11.74,12.96,13.8,11.06,12.65,13.8,40.6,43.9,4.3,18.6,53.3,51.2,2.9,8.1,42.2,47.4,48.4,51.7,Partially Organized,Weak,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,67.2,64.6,4.6,5.1,73.5,74.9,94.7,94.5,No,,,1174171.884,1859450.314,-87.63711641,41.76973341,"(-87.63711641, 41.76973341)",Paul Robeson High School,6835 S Normal Blvd,Chicago,IL,60621,(773) 535-3800,http://www.prhs.org/,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,46.7,89.6,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,WEAK,WEAK,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,24.0,5.0,27.0,3.0,3.0,5.0,4.0,12.2,12.9,10.9,12.7,13.4,81.1,51.2,35.3,33.9,39.9,43.9,53.0,44.8,45.5,52.1,70.5,99.3,48.4,64.6,4.4,5.1,76.0,74.9,92.4,94.5,,0.8,18.6,1174171.884,1859450.314,41.76973341,-87.63711641,"(-87.63711641, 41.76973341)"
609749,Northside Prep HS,Northside College Preparatory High School,5501 N Kedzie Ave,Chicago,IL,60625,http://www.northsideprep.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Far Above Average,80.5,74.7,,77.7,Far Above Average,22.42,24.7,29.6,22.2,24.59,29.6,97.6,98.3,0.1,0.4,95.9,98.5,98.0,97.6,90.7,87.5,95.8,92.1,Well-organized,Very Strong,Very Strong,Very Strong,Strong,Strong,Very Strong,15.5,14.7,4.0,3.8,95.7,95.9,96.8,96.2,No,Yes,2011.0,1154090.859,1936413.866,-87.70867192,41.98135196,"(-87.70867192, 41.98135196)",Northside College Preparatory High School,5501 N Kedzie Ave,Chicago,IL,60625,(773) 534-3954,http://www.northsideprep.org/,2011.0,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,54.9,57.4,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,83.0,5.0,84.0,99.0,99.0,99.0,99.0,22.6,24.9,22.3,24.6,29.4,94.4,98.5,98.1,96.5,96.9,98.3,88.7,87.8,98.1,95.4,0.4,2.8,,14.7,,3.8,94.9,95.9,95.6,96.2,,0.1,0.4,1154090.859,1936413.866,41.98135196,-87.70867192,"(-87.70867192, 41.98135196)"
610547,South Shore Intl HS,South Shore Intl College Prep High School,1955 E 75th St,Chicago,IL,60649,http://www.southshoreinternational.org,South Side High School Network,South Side High School Network,Standard,Not Enough Data,No,0,Below Average,51.2,,,51.2,Not Enough Data,,,,13.71,,,,,,2.7,,77.4,,,,,,,Organized,Neutral,Neutral,Neutral,Strong,Strong,Neutral,,64.2,,4.8,,85.3,,94.2,No,,,1190778.553,1855593.152,-87.57636891,41.75876403,"(-87.57636891, 41.75876403)",South Shore Intl College Prep High School,1955 E 75th St,Chicago,IL,60649,(773) 535-8351 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT ON PROBATION,,ORGANIZED,79.7,63.9,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,59.0,20.0,,28.0,38.0,21.0,,16.1,15.3,,,,94.1,77.4,,,,,,,,,14.5,64.9,59.3,64.2,4.0,4.8,88.8,85.3,93.1,94.2,,3.1,2.7,1190778.553,1855593.152,41.75876403,-87.57636891,"(-87.57636891, 41.75876403)"
609704,Farragut HS,David G Farragut Career Academy High School,2345 S Christiana Ave,Chicago,IL,60623,http://www.farragutcareeracademy.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,58.7,49.0,55.2,54.3,Far Below Average,13.01,14.23,15.9,12.84,14.45,15.9,43.2,47.6,13.6,9.3,68.6,64.7,13.4,16.3,31.3,38.9,61.5,58.2,Partially Organized,Weak,Neutral,Neutral,Weak,Neutral,Neutral,16.5,14.0,2.8,3.5,86.1,83.4,95.2,95.2,No,,,1154443.895,1888031.41,-87.70866954,41.8485793,"(-87.70866954, 41.8485793)",David G Farragut Career Academy High School,2345 S Christiana Ave,Chicago,IL,60623,(773) 534-1300,http://www.farragut.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,98.3,100.0,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,59.0,20.0,79.0,15.0,15.0,16.0,15.0,13.7,14.7,13.5,14.5,15.6,77.6,64.7,52.0,45.7,53.4,47.6,38.1,37.6,50.0,62.3,39.2,42.3,27.6,14.0,3.1,3.5,83.9,83.3,94.2,95.2,,1.6,9.3,1154443.895,1888031.41,41.8485793,-87.70866954,"(-87.70866954, 41.8485793)"
609723,Marshall HS,John Marshall Metropolitan High School,3250 W Adams St,Chicago,IL,60624,http://www.marshallmetrohighschool.org,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,17,Above Average,64.3,58.6,,61.6,Far Below Average,11.81,13.44,14.4,12.29,13.79,14.4,36.8,48.2,18.3,13.0,55.2,57.6,6.5,5.3,45.2,43.0,65.5,48.6,Partially Organized,Neutral,Neutral,Weak,Neutral,Weak,Neutral,43.0,28.0,2.5,3.1,74.1,77.4,95.8,93.9,No,,,1154542.583,1898925.511,-87.70801612,41.87847194,"(-87.70801612, 41.87847194)",John Marshall Metropolitan High School,3250 W Adams St,Chicago,IL,60624,(773) 534-6455,http://www.marshallmetro.cps.k12.il.us,,LEVEL 3,ON PROBATION,18.0,PARTIALLY ORGANIZED,95.9,98.2,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,24.0,39.0,8.0,7.0,4.0,13.0,6.0,12.6,14.5,12.1,13.8,14.2,56.2,57.6,31.1,33.8,40.5,48.2,46.5,41.3,46.8,52.8,116.5,82.3,22.2,28.0,2.1,3.1,75.1,77.4,94.1,93.9,,12.3,13.0,1154542.583,1898925.511,41.87847194,-87.70801612,"(-87.70801612, 41.87847194)"
609693,George Westinghouse HS,George Westinghouse High School,3223 W Franklin Blvd,Chicago,IL,60624,http://www.newwestinghouse.org,West Side High School Network,West Side High School Network,Standard,Level 1,No,0,Above Average,57.5,68.4,,63.2,Average,16.14,17.18,20.0,17.08,18.63,20.0,,,1.4,1.3,90.5,90.2,,,,,,,Well-organized,Strong,Strong,Strong,Very Strong,Strong,Strong,73.2,72.1,2.2,2.8,93.6,93.5,96.8,96.5,No,,,1154695.243,1903109.304,-87.70734353,41.88994963,"(-87.70734353, 41.88994963)",George Westinghouse College Prep,3223 W Franklin Blvd,Chicago,IL,60624,(773) 534-6400,http://www.newwestinghouse.org,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,80.6,72.5,STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,97.0,71.0,5.0,69.0,76.0,70.0,63.0,18.5,18.9,16.9,18.6,20.7,87.1,90.2,80.9,,,,,,,,43.6,21.1,74.8,72.1,1.8,2.8,92.4,93.5,95.5,96.5,,0.8,1.3,1154695.243,1903109.304,41.88994963,-87.70734353,"(-87.70734353, 41.88994963)"
610381,Bronzeville HS,Bronzeville Scholastic Academy High School,4934 S Wabash Ave,Chicago,IL,60615,http://www.bronzevillescholastic.com,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,4,Average,52.8,58.7,50.9,54.1,Below Average,14.67,15.89,16.9,14.54,15.37,16.9,85.3,72.3,2.6,4.1,71.1,69.3,14.7,15.3,73.2,74.1,73.2,64.8,Not Yet Organized,Weak,Neutral,Neutral,Weak,Very Weak,Neutral,50.5,43.9,3.1,2.9,92.3,91.7,95.6,94.6,No,,,1177513.255,1872170.444,-87.62448408,41.80456384,"(-87.62448408, 41.80456384)",Bronzeville Scholastic Academy High School,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1150,http://www.bronzevillescholastic.org,,LEVEL 3,ON PROBATION,5.0,ORGANIZED,50.8,83.9,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,76.0,39.0,11.0,21.0,17.0,35.0,16.0,14.5,16.4,13.8,15.4,16.1,76.9,69.3,78.1,85.1,89.6,72.3,67.5,72.9,75.3,67.8,78.4,43.4,56.5,43.9,3.1,2.9,88.1,91.8,94.0,94.6,,2.0,4.1,1177513.255,1872170.444,41.80456384,-87.62448408,"(-87.62448408, 41.80456384)"
609736,Dyett HS,Dyett High School,555 E 51st St,Chicago,IL,60615,http://www.dyett.cps.k12.il.us,South Side High School Network,South Side High School Network,Track E,Level 3,Yes,8,Average,53.8,51.3,55.6,53.5,Far Below Average,12.08,13.11,14.7,11.63,13.52,14.7,33.7,44.0,16.3,18.6,37.1,53.4,3.3,6.9,51.0,63.2,54.5,53.1,Not Yet Organized,Weak,Weak,Neutral,Weak,Weak,Weak,75.5,84.0,3.1,3.3,62.5,65.8,93.5,93.6,No,,,1180944.201,1871282.832,-87.61192836,41.80204982,"(-87.61192836, 41.80204982)",Dyett High School,555 E 51st St,Chicago,IL,60615,(773) 535-1825,http://www.dyett.cps.k12.il.us,,LEVEL 3,ON PROBATION,9.0,MODERATELY ORGANIZED,86.3,52.9,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,21.0,4.0,,6.0,5.0,,13.4,12.1,13.5,13.9,,53.4,40.2,33.1,38.5,44.0,39.3,61.1,46.9,50.0,171.6,74.6,24.0,84.0,2.4,3.3,71.2,65.8,94.5,93.6,,22.5,18.6,1180944.201,1871282.832,41.80204982,-87.61192836,"(-87.61192836, 41.80204982)"
610518,Voise HS,VOISE Academy High School,231 N Pine Ave,Chicago,IL,60644,http://www.voiseacademy.org,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,2,Average,38.7,65.8,64.8,55.4,Far Below Average,12.93,13.8,15.6,12.9,14.1,15.6,,,4.7,0.6,82.0,77.3,,12.1,,,,,Well-organized,Neutral,Neutral,Strong,Strong,Strong,Neutral,61.5,57.1,4.1,3.3,84.5,82.0,96.5,95.3,No,,,1139494.763,1901274.258,-87.76321191,41.88520477,"(-87.76321191, 41.88520477)",VOISE Academy High School,231 N Pine Ave,Chicago,IL,60644,(773) 534-0660,http://voise.cps.k12.il.us,,LEVEL 3,ON PROBATION,3.0,ORGANIZED,86.3,92.3,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,24.0,1.0,21.0,7.0,8.0,7.0,8.0,13.4,13.5,12.5,14.1,14.7,83.3,77.3,47.8,64.8,70.6,,51.6,,,,160.7,81.7,58.6,57.1,2.7,3.3,79.9,82.0,95.7,95.3,,2.2,0.6,1139494.763,1901274.258,41.88520477,-87.76321191,"(-87.76321191, 41.88520477)"
609733,Sullivan HS,Roger C Sullivan High School,6631 N Bosworth Ave,Chicago,IL,60626,http://www.sullivanhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,8,Below Average,47.5,60.3,45.5,50.0,Far Below Average,12.64,13.78,14.5,13.23,14.14,14.5,39.3,45.2,11.7,11.3,68.6,62.4,14.8,14.5,52.1,63.2,84.9,67.1,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,23.4,36.9,2.9,2.8,81.6,80.2,95.8,95.6,Pending,,,1164774.883,1944269.292,-87.66915533,42.00268694,"(-87.66915533, 42.00268694)",Roger C Sullivan High School,6631 N Bosworth Ave,Chicago,IL,60626,(773) 534-2000,http://www.cps.edu,,LEVEL 3,ON PROBATION,9.0,PARTIALLY ORGANIZED,70.6,80.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,1.0,8.0,12.0,12.0,11.0,12.0,13.5,14.0,13.5,14.1,15.0,61.3,62.4,49.2,48.6,52.9,45.2,46.7,57.1,64.3,69.2,65.5,63.6,43.3,36.9,3.3,2.8,80.2,80.2,94.5,95.6,,5.6,11.3,1164774.883,1944269.292,42.00268694,-87.66915533,"(-87.66915533, 42.00268694)"
609716,Kelvyn Park HS,Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,IL,60639,http://www.kelvynparkhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,17,Above Average,54.5,67.2,58.8,59.1,Far Below Average,12.8,13.77,15.2,13.09,14.2,15.2,54.1,58.5,6.0,11.8,56.9,65.3,16.7,14.4,35.0,37.1,59.3,54.2,Partially Organized,Not Enough Data,Neutral,Weak,Not Enough Data,Not Enough Data,Neutral,23.6,10.3,2.2,2.8,74.4,76.3,94.5,94.9,No,,,1146795.845,1916879.493,-87.73600171,41.92789092,"(-87.73600171, 41.92789092)",Kelvyn Park High School,4343 W Wrightwood Ave,Chicago,IL,60639,(773) 534-4200,http://www.kelvynparkhs.org/,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,66.7,82.1,WEAK,WEAK,WEAK,VERY WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,59.0,80.0,42.0,14.0,14.0,22.0,10.0,13.6,15.1,12.1,14.2,14.8,74.7,65.3,55.6,55.0,59.3,58.5,40.0,36.3,47.5,53.0,82.7,39.7,51.8,10.3,1.6,2.8,78.1,76.3,94.1,94.9,,8.0,11.8,1146795.845,1916879.493,41.92789092,-87.73600171,"(-87.73600171, 41.92789092)"
